PUNKTNO	amp	start	mean
220	8.069514267	247.6543217	7.317369863
222	8.056018607	245.0451957	8.019726027
223	8.10629419	248.3923266	7.229041096
224	8.054788767	247.4246694	7.351232877
225	8.056018607	245.0451957	8.019726027
226	8.056018607	245.0451957	8.019726027
227	8.056018607	245.0451957	8.019726027
228	8.410392296	249.5294173	7.610328767
229	8.410392296	249.5294173	7.610328767
230	8.410239363	249.5258345	7.610054795
231	8.407495216	249.5190601	7.610109589
232	8.433465181	249.8432298	7.502164384
233	8.410239363	249.5258345	7.610054795
234	8.455209732	249.8891813	7.464465753
235	8.488860548	250.1480202	7.362383562
236	8.485686213	250.1512072	7.370575342
237	8.486303267	250.1373627	7.371561644
238	8.386994476	249.9040847	7.409753425
239	8.376030739	250.1535237	7.250493151
240	8.408967895	249.5216667	7.610191781
241	8.456575527	249.9038567	7.456109589
242	8.436999066	249.834735	7.492383562
243	8.455752474	249.3590048	7.486191781
244	8.466214624	249.353099	7.439041096
245	8.502493044	250.0496619	7.335315068
246	8.500520654	250.0302246	7.337835616
247	8.499357518	250.0268805	7.337041096
249	8.490964565	250.1831824	7.356356164
250	8.491403239	250.1767799	7.357150685
251	8.490785669	250.1602103	7.358712329
252	8.511823637	249.5623575	7.392410959
253	8.487335344	250.1384576	7.366438356
254	8.516041068	249.5549573	7.375479452
255	8.518204694	249.5685937	7.368794521
256	8.505874246	249.9135511	7.351150685
257	8.360877937	249.3715003	7.130136986
258	8.338355272	249.2427977	7.071726027
259	8.318560434	249.0486557	7.003205479
260	8.452245154	249.3584381	7.214109589
261	8.395115057	249.1430925	7.102410959
262	8.323820571	248.9321989	6.973205479
263	8.3936383	249.140683	7.099726027
264	8.513756539	249.542586	7.383479452
265	8.514787604	249.5535621	7.382465753
266	8.515936751	249.5434417	7.386547945
267	8.512744887	249.5557779	7.394273973
268	8.515882219	249.5414742	7.382986301
269	8.515882219	249.5414742	7.382986301
270	8.515090374	249.563494	7.377863014
271	8.516305656	249.5526191	7.37569863
272	8.418677023	249.2028172	7.146383562
273	8.51473559	249.5655398	7.377890411
274	8.515090374	249.563494	7.377863014
275	8.515090374	249.563494	7.377863014
276	8.515207878	249.5663421	7.377643836
277	8.363880777	247.1646418	7.695123288
278	8.363775367	247.1644338	7.695178082
279	8.40863951	247.9722787	7.61969863
280	8.400688978	247.8890501	7.629753425
281	8.440980026	248.5501197	7.565534247
282	8.458509752	248.8242027	7.538356164
283	8.550041852	250.2239934	7.353643836
284	8.565125582	250.6107304	7.367863014
285	8.380111348	247.4387938	7.669178082
286	8.421616958	248.1816382	7.598054795
287	8.398499991	247.8449536	7.635890411
288	8.562046733	250.6277482	7.367260274
289	8.430407866	248.4440468	7.577123288
290	8.562046733	250.6277482	7.367260274
291	8.562046733	250.6277482	7.367260274
292	8.552135863	250.3466366	7.354986301
293	8.468764494	249.1914158	7.508547945
294	8.554348029	250.4671269	7.356821918
295	8.553656331	250.3978179	7.357780822
296	8.53566211	250.0427321	7.346246575
297	8.547573893	250.1905706	7.352465753
298	8.585973352	249.3194081	7.584575342
299	8.544899551	249.7854377	7.337506849
300	8.523416007	249.221574	7.321205479
301	8.554824693	249.2916808	7.51509589
302	8.576132693	249.3504492	7.55290411
303	8.484125851	249.3399076	7.417287671
304	8.528355313	249.2644349	7.325753425
305	8.410239363	249.5258345	7.610054795
306	8.565897816	250.6117123	7.367945205
307	8.56515696	250.6083199	7.367506849
309	8.564439415	250.6061272	7.37
310	8.410801247	249.5480361	7.61
311	8.411432458	249.5547937	7.611315068
312	8.411432458	249.5547937	7.611315068
313	8.410801247	249.5480361	7.61
314	8.410925549	249.5492713	7.610109589
315	8.410801247	249.5480361	7.61
316	8.32125386	246.1774188	7.78030137
317	8.297261385	249.6079903	6.987972603
319	8.302049338	250.0073759	7.025013699
321	8.287171529	250.3835773	7.093780822
322	8.196896031	249.867129	7.178328767
323	8.246849854	250.1804884	7.132054795
324	8.272208733	250.2179604	7.108191781
325	8.16919532	249.755856	7.202273973
326	8.049394981	248.6281406	7.376438356
327	8.246563823	250.0632888	7.123424658
328	8.294683314	249.7679029	6.99890411
330	8.254691927	250.1045699	7.116438356
331	8.257360882	250.1230525	7.116657534
332	8.222752758	250.0053426	7.159178082
333	8.134568184	249.4668697	7.24139726
334	8.113786231	249.3746954	7.256
335	8.118296586	249.3910091	7.251342466
336	8.135355855	249.5682192	7.230849315
337	8.053127054	249.0353633	7.31260274
338	8.112997331	249.3506762	7.258712329
339	8.053838895	249.0483579	7.314191781
340	8.055442297	249.046075	7.314328767
341	8.070074213	248.984542	7.361041096
342	8.070108215	248.9795942	7.362328767
344	8.049406784	248.6463633	7.375315068
345	8.054649561	248.4191034	7.400383562
346	8.111987848	246.1306177	7.70490411
347	8.058772372	248.4212113	7.406739726
348	8.122217059	247.620489	7.548520548
349	8.163704524	247.373117	7.622712329
350	8.124603865	247.1450673	7.667780822
351	8.181776393	247.0351014	7.686273973
352	8.182963751	247.034667	7.688
353	8.167996094	246.9154325	7.719753425
354	8.085052636	246.7137463	7.624219178
355	8.08317167	246.807667	7.614712329
356	8.081627185	246.7730396	7.618493151
357	8.084708191	246.6874617	7.629589041
358	8.184243646	249.5117016	7.240109589
359	8.053473701	248.4439451	7.398191781
360	8.115948303	246.1330314	7.70569863
361	8.11848613	246.0579608	7.714219178
363	8.171529004	245.2012055	7.867589041
364	8.122068059	245.7694523	7.745150685
365	8.134444122	245.4528585	7.785260274
366	8.155826558	245.2820774	7.817205479
367	8.122169969	245.7329738	7.749452055
368	8.634959872	249.701686	7.536246575
369	8.661678315	249.7258203	7.565863014
370	8.602232648	249.7408675	7.475972603
371	8.623129749	249.7514273	7.491561644
372	8.693747875	249.6821718	7.664246575
373	8.629231967	249.7464756	7.505123288
374	8.494074478	249.7888974	7.328410959
375	8.471039357	249.8045416	7.335863014
377	8.497091508	249.7919101	7.327863014
378	8.497306594	249.8057287	7.324876712
380	8.634429848	249.7290517	7.613616438
383	8.511016134	249.7661549	7.503589041
385	8.367731029	249.2927883	7.51090411
386	8.368455649	249.4701833	7.475753425
387	8.366949136	249.4996112	7.46260274
388	8.365546487	249.571264	7.437808219
389	8.368006875	249.5023782	7.460027397
390	8.383760552	249.9006435	7.375917808
391	8.420871353	249.7872228	7.349863014
392	8.413850242	249.7940125	7.350821918
393	8.392445082	249.8219996	7.355424658
394	8.418931735	249.7856391	7.351917808
395	8.42946974	249.8064272	7.349753425
396	8.434677501	249.7977787	7.348438356
397	8.430035604	249.8035441	7.34939726
398	8.390545448	249.8411984	7.355068493
399	8.403026256	249.8745474	7.355835616
400	8.426426137	249.807669	7.351945205
401	8.386604686	249.9070643	7.37939726
402	8.322447964	248.8551407	7.406410959
403	8.217696225	249.4647699	7.336657534
404	8.162912982	249.7186035	7.20690411
405	8.097202718	249.1683729	7.323643836
406	8.139324111	249.5931863	7.222164384
407	8.139324111	249.5931863	7.222164384
408	8.360630485	250.1775856	7.226931507
409	8.168019408	249.7533258	7.201643836
411	8.204791561	249.9281575	7.17260274
412	8.464602889	249.8586529	7.335780822
414	8.442179401	249.8664287	7.343315068
415	8.384489442	249.6113701	7.216767123
416	8.470333858	249.8262787	7.332465753
417	8.452580479	249.8684464	7.336438356
418	8.379419125	250.1030859	7.254657534
419	8.356450947	250.2383958	7.182547945
420	8.37969542	249.5636609	7.20169863
421	8.396794665	250.0416491	7.31139726
422	8.363007304	250.1807528	7.229287671
423	8.359641042	249.3724091	7.130054795
424	8.562046733	250.6277482	7.367260274
425	8.684956278	249.5762823	8.023808219
426	8.499782646	246.7044419	8.193452055
428	8.10413953	245.9595763	7.752958904
429	8.198072814	246.5270312	7.828712329
430	8.203231023	246.5694901	7.835835616
431	8.206361857	246.5995886	7.838684932
432	8.104671604	245.958446	7.753561644
433	8.104508692	245.9650319	7.754383562
434	8.67998284	249.3112052	7.779917808
435	8.707987058	249.456463	7.752739726
437	8.478716669	248.3809997	7.929726027
438	8.698860969	249.5612721	7.914246575
439	8.727211363	249.6487474	7.815506849
440	8.609313587	249.4213733	7.749452055
442	8.710012129	249.6106059	7.887534247
443	8.608943395	249.3860737	7.688876712
444	9.040156221	248.583344	8.121890411
445	9.023113446	248.6339804	8.095424658
446	9.023113446	248.6339804	8.095424658
447	8.961289201	248.6860612	8.055479452
449	8.841149898	248.4389063	7.749287671
450	8.842640331	248.3997606	7.775589041
451	8.849914512	248.3930045	7.786246575
452	8.941384752	249.3243759	7.818219178
453	8.896162419	249.072631	7.766958904
454	8.840611411	248.4474622	7.751013699
455	9.055484457	249.8154721	7.934547945
456	8.995814401	249.5677057	8.634054795
457	8.760456297	249.2407624	7.217945205
458	9.194869838	250.4980448	8.091178082
459	8.752433888	249.2440413	7.180082192
460	8.963496356	249.6945182	7.579972603
461	9.104185971	250.0458174	7.985342466
462	9.097471171	250.25198	7.848739726
463	9.24458837	250.5399667	8.142630137
464	9.104185971	250.0458174	7.985342466
465	9.253595022	250.4033883	8.152630137
467	9.007446319	247.7331176	8.137178082
468	9.131039219	250.0221311	7.913068493
469	9.251875979	250.2183786	8.16569863
470	9.007446319	247.7331176	8.137178082
472	8.977018828	249.4459604	7.854136986
473	8.988363288	247.5998649	8.129643836
474	8.203319893	247.0730383	7.679863014
475	8.090959585	249.1615953	7.320054795
476	8.088866401	248.4788874	7.407643836
478	8.32697765	248.7606232	7.505835616
479	8.212492992	248.2677719	7.509780822
480	8.085350854	248.4404594	7.441917808
481	8.089612421	248.3744239	7.456383562
482	8.185057758	248.1104217	7.522794521
483	8.12528132	247.8013848	7.56309589
484	8.106980926	247.8428816	7.545479452
485	8.05457982	249.0320724	7.315315068
486	8.10364902	247.8421364	7.57369863
487	8.327565453	248.7640886	7.505753425
488	8.320795365	248.7112223	7.500027397
489	8.319337864	248.7159983	7.499616438
490	8.324846501	248.7206501	7.503917808
491	8.320795365	248.7112223	7.500027397
492	8.319066593	248.7130539	7.500684932
493	8.196364485	248.4963277	7.491589041
494	8.204187119	247.159588	7.919835616
495	8.193893518	248.1421253	7.519260274
496	8.215912605	248.2682744	7.508931507
498	8.14961735	247.9972525	7.538219178
499	8.124276683	247.8042796	7.562547945
500	8.192804297	247.215559	7.898054795
502	8.128293289	247.7084082	7.580136986
503	8.28980619	246.4452514	8.324630137
504	8.289601851	246.4495773	8.324958904
505	8.102389959	247.8547861	7.572739726
506	8.18262684	247.270016	7.631671233
507	8.154002545	247.6496094	7.588109589
508	8.124005913	247.7979381	7.563808219
509	8.128997965	247.7308737	7.576657534
510	8.162412146	247.4256718	7.609534247
511	8.202471001	247.1679104	7.66230137
512	8.203670556	247.1003844	7.674082192
513	8.203395751	247.1142685	7.672082192
514	8.206690491	247.1917563	7.655972603
515	8.198964067	247.1349552	7.669424658
516	8.201270755	247.1612585	7.66060274
517	8.3662534	249.3423621	7.500383562
518	8.367710365	249.4381261	7.480328767
519	8.340476838	248.7443673	7.560136986
520	8.339743225	248.7684383	7.552958904
521	8.322447964	248.8551407	7.406410959
522	8.32048156	248.8283971	7.405589041
523	8.322447964	248.8551407	7.406410959
525	8.339743225	248.7684383	7.552958904
526	8.322447964	248.8551407	7.406410959
527	8.162182445	247.5316115	8.032
528	8.168014118	247.5494302	8.02860274
529	8.137580336	247.4412783	8.041506849
530	8.147412027	247.4682203	8.037068493
531	8.151436123	247.7544347	7.830575342
532	8.162762596	247.7983412	7.789616438
533	8.32048156	248.8283971	7.405589041
534	8.32048156	248.8283971	7.405589041
535	8.32048156	248.8283971	7.405589041
536	8.320267721	248.8245068	7.405287671
537	8.32048156	248.8283971	7.405589041
539	8.32048156	248.8283971	7.405589041
540	8.340704018	248.8303809	7.506136986
542	8.326473358	248.768695	7.543835616
543	8.331681559	248.7780312	7.547479452
544	8.32048156	248.8283971	7.405589041
545	8.341971859	248.8173035	7.516328767
546	8.332597745	248.7739906	7.548027397
547	8.323682395	248.7611006	7.535972603
548	8.322447964	248.8551407	7.406410959
549	8.322447964	248.8551407	7.406410959
550	8.322447964	248.8551407	7.406410959
551	8.322447964	248.8551407	7.406410959
552	8.322447964	248.8551407	7.406410959
553	8.322447964	248.8551407	7.406410959
554	8.322447964	248.8551407	7.406410959
555	8.322447964	248.8551407	7.406410959
556	8.362997731	248.9160435	7.557013699
557	8.322447964	248.8551407	7.406410959
558	8.322447964	248.8551407	7.406410959
559	8.097852078	249.174962	7.324219178
560	8.499782646	246.7044419	8.193452055
561	8.510152438	248.0442327	7.916657534
562	8.507035013	248.0913408	7.895561644
563	8.506011064	248.0145372	7.912164384
564	8.541520433	248.9191517	7.781506849
565	8.540061579	248.9286935	7.779287671
566	8.55123779	248.9559411	7.820383562
567	8.534138414	248.4876459	7.898164384
568	8.5666185	249.085095	7.842356164
569	8.567538144	249.1109141	7.806767123
570	8.559160758	249.0925792	7.833835616
571	8.560307822	249.0829485	7.825424658
572	8.568044806	249.1415757	7.738136986
573	8.567032674	249.1276646	7.738876712
574	8.562214812	249.1610856	7.744958904
575	8.567789106	249.1346306	7.737972603
576	8.32096536	248.3508026	7.899013699
577	8.320480409	248.3461087	7.898630137
578	8.563476865	249.0865862	7.801205479
579	8.199099678	246.5366619	7.83060274
580	8.687285766	248.8094665	7.910849315
581	8.878010159	248.741967	8.009643836
582	8.699750365	248.7572602	7.92369863
583	8.69044913	248.7942647	7.916219178
584	8.676308626	248.8335192	7.906630137
585	8.687173689	248.8130146	7.911123288
587	8.682606839	248.8257652	7.907342466
588	8.822458045	248.8546783	7.98139726
589	8.681808918	248.8296484	7.908054795
590	8.682606839	248.8257652	7.907342466
591	9.027519017	249.9747151	7.633232877
592	9.019622569	250.0488346	7.616684932
593	9.023022659	250.0235657	7.622575342
594	8.696661557	248.7755677	7.920931507
595	8.992219685	250.0980125	7.610438356
596	8.977636958	250.0316702	7.61939726
597	8.678080196	248.6340909	7.707835616
599	8.750151682	248.249055	7.916109589
600	8.737421304	248.2908054	7.87090411
601	8.749311617	248.2507889	7.917178082
602	8.786225083	248.1116325	7.968712329
603	8.687798877	248.8007475	7.913479452
604	8.76819289	248.3461476	7.999424658
605	8.77749978	248.2647507	8.012739726
606	8.809787744	248.0157957	8.042520548
607	8.787208148	248.1505298	7.991890411
608	8.667505457	248.8499702	7.900383562
609	8.667505457	248.8499702	7.900383562
610	8.725664593	248.5301267	7.964027397
611	8.760086307	248.3883415	7.990356164
613	8.667505457	248.8499702	7.900383562
614	8.499782646	246.7044419	8.193452055
618	9.009411369	249.6662832	8.695342466
620	8.759208694	249.1455421	7.572630137
622	8.736006626	249.3875244	7.183616438
623	8.73237064	249.3337935	7.164273973
624	8.731280417	249.3007697	7.141287671
626	8.605889345	247.872039	7.72490411
627	8.595313025	247.7644487	7.727890411
629	8.788373507	249.0065788	7.575123288
630	8.819427177	248.9852444	7.55
631	8.81331631	249.0091954	7.556136986
632	8.916875825	249.4667414	7.551589041
633	8.872226016	249.1964979	7.533726027
634	8.811808713	248.9931451	7.556109589
635	8.595610831	247.7612108	7.728054795
636	8.982916526	250.0636154	7.613835616
637	8.938378282	249.6677771	7.561753425
638	8.996077787	250.111644	7.609561644
639	8.982222447	250.0498776	7.615643836
640	8.978165012	250.0338767	7.619342466
641	8.999647486	250.1273236	7.608410959
642	8.92018834	249.4953739	7.555753425
643	8.956985488	249.7850366	7.57030137
644	9.017970598	250.1596263	7.603835616
645	9.019495598	250.0543407	7.617123288
646	9.053286615	249.8684958	7.747424658
648	9.135474618	249.9142951	7.96630137
650	8.829478765	248.9821481	7.528356164
651	8.910338727	249.4389202	7.550082192
652	9.1087792	249.83021	7.932082192
653	9.043762514	249.6602274	7.814191781
654	9.001858693	248.6251359	8.089561644
657	8.326855677	248.7452848	7.504630137
658	8.155407731	248.3801388	7.508438356
659	8.13768103	248.3453219	7.513424658
660	8.191250063	248.4965205	7.494821918
662	8.053303288	248.2707916	7.370739726
663	8.059242419	248.1706145	7.543835616
664	8.067104055	248.0093323	7.603424658
665	8.154783377	248.3567773	7.507890411
666	8.104678049	248.2697161	7.510027397
667	8.066961305	248.0222452	7.598821918
668	8.157479729	247.4489775	7.874986301
669	8.048642316	248.2620375	7.205178082
670	8.046601849	248.2392716	7.177917808
671	8.070424491	247.9387161	7.638739726
672	8.06840843	248.0190676	7.610136986
673	8.257085274	249.0062123	7.906767123
674	8.264206283	249.0661811	7.902027397
675	8.248377009	248.8120935	7.917726027
676	8.206151147	248.0947354	7.994876712
677	8.20418664	248.0360883	8.011616438
678	8.207174238	248.1133779	7.975287671
679	8.206690081	248.1219359	7.971315068
680	8.203081676	248.0474454	8.004493151
681	8.069096593	248.0207975	7.61090411
682	8.070412618	247.8662452	7.66
686	8.166313446	247.543687	8.03
688	8.04854254	247.41451	7.779917808
689	8.048490719	247.5455836	7.652246575
690	8.048528173	247.3760428	7.798712329
691	8.052557204	247.4416899	7.753369863
692	8.292970309	248.0866413	8.124958904
693	8.221734491	248.831021	7.870712329
694	8.221734491	248.831021	7.870712329
697	8.047679867	247.686463	7.511890411
698	8.043426817	247.836758	7.320191781
699	8.124704532	248.542731	7.311506849
700	8.100887211	248.4851617	7.204246575
701	8.041643213	248.0481872	7.098712329
702	8.221734491	248.831021	7.870712329
704	8.244483999	249.1209653	7.868136986
705	8.133012901	248.5676475	7.381123288
706	8.165770594	248.9517401	7.383013699
707	8.270222596	249.3116395	7.877452055
708	8.270447678	249.204757	7.892493151
709	8.173231894	248.9948155	7.405205479
710	8.044797839	248.3021665	6.970054795
711	8.119495876	248.7128706	7.186657534
712	8.132041017	248.7796717	7.245753425
713	8.047459867	248.2680374	7.076849315
714	8.050591307	247.6123788	7.561808219
715	8.046992127	247.6812539	7.496273973
716	8.043894671	247.9009626	7.26030137
717	8.1912808	248.5713672	7.201260274
718	8.045787734	247.7866651	7.377643836
719	8.042328267	248.0871747	7.069643836
720	8.080306733	248.361184	6.943150685
721	8.043983825	248.2798503	7.068246575
722	8.219335616	248.6191187	7.258849315
723	8.148653685	248.4844586	7.094958904
724	8.17987812	248.5432577	7.165808219
725	8.3238682	248.7599862	7.535671233
726	8.503575353	247.5987688	7.732
727	8.523500135	248.5672271	7.669150685
728	8.361244072	247.417217	7.738849315
729	8.513327522	248.1835953	7.627178082
730	8.513327522	248.1835953	7.627178082
731	8.513327522	248.1835953	7.627178082
732	8.522581979	248.5606248	7.66939726
733	8.539362269	248.9936849	7.713726027
734	8.533559857	248.921729	7.748273973
735	8.524540721	248.6418647	7.673616438
736	8.525531158	248.902019	7.692356164
737	8.531948782	248.9963246	7.69369863
738	8.196042787	246.3934456	7.882328767
739	8.194959592	246.3955438	7.88290411
740	8.513744656	248.1895384	7.62739726
741	8.513327522	248.1835953	7.627178082
742	8.572270575	248.0929499	8.024246575
743	8.595196034	248.5024173	7.931589041
744	8.513327522	248.1835953	7.627178082
745	8.549632694	249.0861915	7.770712329
746	8.541650032	248.8718554	7.737616438
747	8.536249142	249.0649501	7.74709589
748	8.546882302	249.0762802	7.756876712
749	8.577745141	248.4479008	7.88890411
750	8.615995447	247.6701849	8.050027397
751	8.544897766	249.1361144	7.756082192
752	8.540322008	249.1425509	7.751643836
753	8.534279303	249.0483674	7.691287671
754	8.53189324	249.0509522	7.691424658
755	8.569278907	249.1434076	7.737342466
756	8.569492263	249.1558182	7.736575342
757	8.534247412	249.0062827	7.692739726
758	8.540580016	249.1665926	7.747863014
760	8.318572452	248.3445017	7.899424658
761	8.568790768	249.1339926	7.738082192
762	8.569049389	249.1419689	7.736986301
763	8.320190014	248.3490804	7.89830137
764	8.32252391	248.3637386	7.896246575
765	8.685030218	248.641238	7.697835616
766	8.676633239	248.6109084	7.710136986
767	8.680086148	248.6408037	7.70630137
768	8.677564643	248.6303687	7.708219178
769	8.674992177	248.599309	7.714767123
770	8.673667117	248.6003053	7.715315068
771	8.669211959	248.5838857	7.726657534
772	8.677177326	248.2379074	7.764931507
773	8.67792968	248.1482141	7.775260274
774	8.669731115	248.3250516	7.757260274
775	8.66825813	248.5852638	7.726164384
776	8.708248501	248.4535883	7.825972603
777	8.603912331	247.1938601	8.321643836
778	8.750588387	248.2801318	7.909589041
